filename,words
word_0_aug_0.png,𑂍𑂵
word_0_aug_1.png,𑂍𑂵
word_0_aug_3.png,𑂍𑂵
word_0_aug_5.png,𑂍𑂵
word_0_aug_6.png,𑂍𑂵
word_0_aug_7.png,𑂍𑂵
word_0_aug_8.png,𑂍𑂵
word_0_aug_9.png,𑂍𑂵
word_1_aug_0.png,𑂧𑂵𑂁
word_1_aug_1.png,𑂧𑂵𑂁
word_1_aug_2.png,𑂧𑂵𑂁
word_1_aug_3.png,𑂧𑂵𑂁
word_1_aug_4.png,𑂧𑂵𑂁
word_1_aug_5.png,𑂧𑂵𑂁
word_1_aug_6.png,𑂧𑂵𑂁
word_1_aug_7.png,𑂧𑂵𑂁
word_1_aug_8.png,𑂧𑂵𑂁
word_2_aug_0.png,𑂍𑂲
word_2_aug_1.png,𑂍𑂲
word_2_aug_2.png,𑂍𑂲
word_2_aug_3.png,𑂍𑂲
word_2_aug_5.png,𑂍𑂲
word_2_aug_7.png,𑂍𑂲
word_2_aug_8.png,𑂍𑂲
word_2_aug_9.png,𑂍𑂲
word_3_aug_0.png,𑂌𑂩
word_3_aug_1.png,𑂌𑂩
word_3_aug_2.png,𑂌𑂩
word_3_aug_3.png,𑂌𑂩
word_3_aug_4.png,𑂌𑂩
word_3_aug_5.png,𑂌𑂩
word_3_aug_7.png,𑂌𑂩
word_3_aug_9.png,𑂌𑂩
word_4_aug_0.png,𑂍𑂰
word_4_aug_1.png,𑂍𑂰
word_4_aug_4.png,𑂍𑂰
word_4_aug_6.png,𑂍𑂰
word_4_aug_7.png,𑂍𑂰
word_4_aug_8.png,𑂍𑂰
word_4_aug_9.png,𑂍𑂰
word_5_aug_0.png,𑂯𑂶।
word_5_aug_1.png,𑂯𑂶।
word_5_aug_2.png,𑂯𑂶।
word_5_aug_3.png,𑂯𑂶।
word_5_aug_4.png,𑂯𑂶।
word_5_aug_5.png,𑂯𑂶।
word_5_aug_6.png,𑂯𑂶।
word_5_aug_7.png,𑂯𑂶।
word_5_aug_8.png,𑂯𑂶।
word_6_aug_0.png,𑂮𑂵
word_6_aug_1.png,𑂮𑂵
word_6_aug_2.png,𑂮𑂵
word_6_aug_3.png,𑂮𑂵
word_6_aug_4.png,𑂮𑂵
word_6_aug_5.png,𑂮𑂵
word_6_aug_6.png,𑂮𑂵
word_6_aug_7.png,𑂮𑂵
word_6_aug_8.png,𑂮𑂵
word_6_aug_9.png,𑂮𑂵
word_7_aug_1.png,𑂍𑂷
word_7_aug_2.png,𑂍𑂷
word_7_aug_3.png,𑂍𑂷
word_7_aug_4.png,𑂍𑂷
word_7_aug_5.png,𑂍𑂷
word_7_aug_6.png,𑂍𑂷
word_7_aug_7.png,𑂍𑂷
word_7_aug_8.png,𑂍𑂷
word_7_aug_9.png,𑂍𑂷
word_8_aug_1.png,𑂉𑂍
word_8_aug_2.png,𑂉𑂍
word_8_aug_6.png,𑂉𑂍
word_8_aug_7.png,𑂉𑂍
word_8_aug_8.png,𑂉𑂍
word_9_aug_0.png,𑂯𑂶
word_9_aug_1.png,𑂯𑂶
word_9_aug_2.png,𑂯𑂶
word_9_aug_3.png,𑂯𑂶
word_9_aug_4.png,𑂯𑂶
word_9_aug_6.png,𑂯𑂶
word_9_aug_7.png,𑂯𑂶
word_9_aug_8.png,𑂯𑂶
